1	5.60975	1.000000
2	3.37283	1.000000
3	2.16748	1.000000
4	1.72250	1.000000
5	2.28520	1.000000
6	1.95570	1.000000
7	2.46872	1.000000
8	1.97306	1.000000
9	2.43818	1.000000
10	1.94372	1.000000
11	2.42516	1.000000
12	1.90236	1.000000
13	2.36982	1.000000
14	1.86923	1.000000
15	2.34326	1.000000
16	1.81981	1.000000
17	2.28623	1.000000
18	1.77740	1.000000
19	2.25708	1.000000
20	1.75497	1.000000
21	2.23556	1.000000
22	1.73151	1.000000
23	2.21810	1.000000
24	1.72151	1.000000
25	2.19786	1.000000
26	1.67875	1.000000
27	2.15690	1.000000
28	1.64917	1.000000
29	2.12636	1.000000
30	1.62073	1.000000
31	2.11567	1.000000
32	1.59931	1.000000
33	2.08075	1.000000
34	1.58517	1.000000
35	2.07084	1.000000
36	1.56452	1.000000
37	2.04346	1.000000
38	1.53154	1.000000
39	2.02927	1.000000
40	1.53809	1.000000
41	2.03805	1.000000
42	1.52744	1.000000
43	2.01865	1.000000
44	1.51776	1.000000
45	2.02483	1.000000
46	1.51339	1.000000
47	2.00823	1.000000
48	1.51564	1.000000
49	2.00141	1.000000
50	1.50172	1.000000
51	1.99819	1.000000
52	2.47632	1.000000
53	1.97161	1.000000
54	2.46396	1.000000
55	1.95669	1.000000
56	2.62890	1.000000
57	2.28280	0.999999
58	1.79832	1.000000
59	2.28357	0.999999
60	1.76110	1.000000
61	2.92559	1.000000
62	2.98705	1.000000
63	2.68132	1.000000
64	2.18470	1.000000
65	1.70745	1.000000
66	2.21289	1.000000
67	1.70373	0.999999
68	2.21659	1.000000
69	1.70428	0.999999
70	2.18416	1.000000
71	1.68643	1.000000
72	2.28233	1.000000
73	1.78005	1.000000
74	2.27999	0.999999
75	1.75626	0.999999
76	2.25642	1.000000
77	1.74754	1.000000
78	2.24618	1.000000
79	1.74204	0.999999
80	2.24562	1.000000
81	1.72957	1.000000
82	2.21543	1.000000
83	1.72414	0.999999
84	2.30612	1.000000
85	1.89005	1.000000
86	2.42805	1.000000
87	1.95855	0.999999
88	2.51080	1.000000
89	2.05452	1.000000
90	1.56196	1.000000
91	2.06094	1.000000
92	1.56365	0.999999
93	2.05365	0.999999
94	1.54210	0.999999
95	2.03961	1.000000
96	1.51964	1.000000
97	2.03430	1.000000
98	1.52479	0.999999
99	2.03459	1.000000

